,ï»¿id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5619,6.07e+17,20200000000000.0,1186059,60,1,1,37.77481,-122.42142,4,2.0,2.0,2.0,190.0,30,120,30.0,50.0,120.0,120.0,33.0,120.0,0,13,43,154,2,2,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,1,1,0,0,0.29
5620,6.07e+17,20200000000000.0,3158063,100,1,2,37.75886,-122.50153,6,2.0,3.0,4.0,313.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,2,2,5,5,0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,1,1,0,0,0.59
5621,6.07e+17,20200000000000.0,10959071,88,2,2,37.72932,-122.37094,4,2.0,2.0,2.0,290.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,6,16,16,3,3,0,4.67,5.0,4.67,5.0,5.0,4.0,4.67,1,1,0,0,0.35
5622,6.07e+17,20200000000000.0,31759266,98,4,6,37.78262,-122.43098,3,2.0,2.0,3.0,399.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,12,42,317,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,1,0,0,0.63
5623,6.07e+17,20200000000000.0,18843400,98,1,1,37.73983,-122.47529,4,2.0,2.0,2.0,202.0,2,21,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,42,66,116,26,26,2,5.0,4.92,5.0,5.0,4.96,4.92,4.96,1,1,0,0,2.89
5625,6.08e+17,20200000000000.0,9856606,100,1,2,37.77677,-122.39142,6,2.0,2.0,3.0,700.0,4,60,4.0,4.0,1125.0,1125.0,4.0,1125.0,12,22,52,126,7,7,0,5.0,5.0,5.0,4.71,4.86,5.0,4.43,1,1,0,0,0.75
5637,6.11e+17,20200000000000.0,1257432,76,31,56,37.76624,-122.42045,4,2.0,3.0,3.0,165.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,5,35,310,2,2,1,4.5,4.5,5.0,5.0,4.5,4.0,5.0,28,28,0,0,0.35
5639,6.11e+17,20200000000000.0,34906299,86,19,45,37.79346,-122.43524,16,6.0,6.0,5.0,7995.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,30,60,71,327,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
5643,6.11e+17,20200000000000.0,455575506,99,1,1,37.76031,-122.46516,16,2.0,4.0,6.0,701.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,18,39,55,127,44,44,3,4.86,4.91,4.98,5.0,4.91,4.98,4.68,1,1,0,0,4.93
5645,6.11e+17,20200000000000.0,242349765,0,1,1,37.76313645,-122.4636134,1,2.0,4.0,1.0,45.0,30,32,30.0,30.0,32.0,32.0,30.0,32.0,30,60,89,89,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,0,1,0,1.3186045268223134
5647,6.12e+17,20200000000000.0,330745922,83,5,10,37.72674,-122.41468,4,2.0,2.0,2.0,230.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,179,30,30,1,4.93,4.97,4.97,5.0,5.0,4.8,4.77,5,5,0,0,2.86
5653,6.13e+17,20200000000000.0,455969971,97,1,1,37.78052,-122.48413,6,2.0,2.0,2.0,189.0,1,14,1.0,3.0,14.0,14.0,1.0,14.0,16,23,33,110,25,25,1,4.28,4.56,4.52,4.92,4.88,4.8,4.48,1,1,0,0,2.78
5664,6.14e+17,20200000000000.0,109905480,100,1,1,37.75336827,-122.4355035,8,2.0,3.0,5.0,300.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,13,37,55,55,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5666,6.15e+17,20200000000000.0,73070632,79,4,7,37.70911,-122.44886,1,2.0,1.0,1.0,47.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,364,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,0,4,0,0.11
5667,6.15e+17,20200000000000.0,12116341,100,1,3,37.77196,-122.44437,8,2.0,3.0,3.0,639.0,4,365,2.0,4.0,1125.0,1125.0,4.0,1125.0,2,30,48,260,14,14,0,4.93,4.86,4.93,5.0,5.0,4.93,4.86,1,1,0,0,1.49
5668,6.15e+17,20200000000000.0,450929962,98,3,3,37.75039,-122.50602,5,2.0,2.0,3.0,215.0,1,1125,1.0,3.0,1125.0,1125.0,1.7,1125.0,5,11,17,83,9,9,0,4.56,4.78,4.33,5.0,5.0,4.78,4.78,3,1,2,0,1.04
5669,6.15e+17,20200000000000.0,55951934,100,1,1,37.79862,-122.39821,9,3.0,3.0,3.0,475.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,148,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.3
5672,6.15e+17,20200000000000.0,9328763,60,34,179,37.77477,-122.41588,4,2.0,2.0,2.0,281.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,24,54,84,358,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,5,5,0,0,1.3186045268223134
5692,6.55e+17,20200000000000.0,226897321,97,2,2,37.77646,-122.48764,6,2.0,3.0,3.0,599.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
5698,6.57e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,9,2.0,2.0,3.0,1479.0,1,28,1.0,1.0,5.0,1125.0,1.0,1009.9,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5699,6.57e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,8,2.0,2.0,2.0,1385.0,1,28,1.0,1.0,1.0,1125.0,1.0,1014.4,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5706,6.58e+17,20200000000000.0,466290050,69,1,1,37.75341,-122.43129,6,2.0,3.0,4.0,742.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,18,44,74,163,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,1,0,0,0.61
5711,6.59e+17,20200000000000.0,1371443,70,2,4,37.75933,-122.47492,4,2.0,2.0,2.0,210.0,4,30,4.0,4.0,30.0,30.0,4.0,30.0,19,27,29,29,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,2,2,0,0,0.58
5713,6.59e+17,20200000000000.0,436933326,100,1,1,37.73382,-122.40328,8,2.0,3.0,3.0,325.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,179,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.73
5719,6.18e+17,20200000000000.0,44134050,50,2,2,37.72004757,-122.4305614,4,2.0,2.0,3.0,100.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,30,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
5722,6.6e+17,20200000000000.0,316202062,100,5,5,37.7807638,-122.4764602,9,2.0,3.0,5.0,238.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,33,46,242,3,3,0,4.67,5.0,5.0,4.67,4.67,4.33,5.0,5,5,0,0,0.48
5725,6.19e+17,20200000000000.0,146938787,0,1,1,37.78290815,-122.388948,4,2.0,2.0,2.0,335.0,90,150,90.0,90.0,150.0,150.0,90.0,150.0,0,4,34,174,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5733,6.2e+17,20200000000000.0,226367074,100,1,1,37.77318,-122.40049,4,2.0,2.0,3.0,220.0,30,540,30.0,30.0,540.0,540.0,30.0,540.0,0,0,6,280,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.13
5736,6.38e+17,20200000000000.0,5353667,100,1,1,37.72018,-122.45713,4,2.0,2.0,2.0,239.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,25,55,85,168,25,25,0,4.92,5.0,5.0,5.0,4.92,4.92,4.96,1,1,0,0,2.8
5737,6.38e+17,20200000000000.0,2311883,67,2,2,37.763519,-122.504745,4,2.0,3.0,3.0,160.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,1,62,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
5738,6.39e+17,20200000000000.0,232135092,100,1,2,37.774807,-122.501801,8,2.0,3.0,4.0,345.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,13,24,38,89,13,13,2,5.0,5.0,5.0,5.0,5.0,5.0,4.85,1,1,0,0,1.85
5741,6.39e+17,20200000000000.0,3431805,100,1,5,37.766647,-122.426865,4,2.0,2.0,2.0,250.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,15,22,25,291,4,4,1,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1,1,0,0,0.84
5744,6.39e+17,20200000000000.0,21994,73,13,14,37.76579666,-122.4522247,2,3.0,1.0,1.0,55.0,32,120,32.0,32.0,120.0,120.0,32.0,120.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,13,0,13,0,1.3186045268223134
5747,6.4e+17,20200000000000.0,139272777,100,5,6,37.73961,-122.38953,2,2.0,1.0,2.0,63.0,3,21,3.0,3.0,1125.0,1125.0,3.0,1125.0,22,45,74,74,9,9,1,4.78,4.89,4.67,5.0,5.0,4.33,4.67,5,0,5,0,1.1
5749,6.41e+17,20200000000000.0,6241556,97,4,7,37.75765,-122.40834,4,2.0,2.0,2.0,411.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,9,21,37,289,10,10,1,4.9,4.9,5.0,5.0,4.7,4.9,4.9,3,3,0,0,1.14
5751,6.41e+17,20200000000000.0,6241556,97,4,7,37.75731,-122.41017,6,3.0,3.0,3.0,595.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,9,18,31,283,12,12,1,4.83,4.92,4.92,4.92,4.92,4.83,4.67,3,3,0,0,1.42
5752,6.41e+17,20200000000000.0,34906299,86,19,45,37.79561,-122.43487,16,8.0,6.0,10.0,5950.0,5,365,5.0,5.0,365.0,365.0,5.0,365.0,30,60,90,365,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
5754,6.41e+17,20200000000000.0,7342938,0,1,1,37.78807,-122.4578,6,2.0,3.0,3.0,504.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,28,58,88,362,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5762,6.43e+17,20200000000000.0,459402263,99,3,3,37.71281,-122.40052,4,2.0,1.0,2.0,169.0,1,18,1.0,1.0,5.0,5.0,1.0,5.0,28,58,84,354,12,12,1,5.0,5.0,5.0,5.0,4.92,4.92,5.0,3,0,0,3,1.45
5764,6.44e+17,20200000000000.0,1257432,76,31,56,37.78967,-122.39542,4,2.0,2.0,2.0,220.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,18,48,78,352,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,28,28,0,0,1.3186045268223134
5767,6.44e+17,20200000000000.0,177718321,100,1,1,37.8046953,-122.4121586,5,2.0,2.0,2.0,199.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,87,290,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.16
5771,6.45e+17,20200000000000.0,90954524,80,1,1,37.79691,-122.42685,7,2.0,4.0,4.0,1950.0,3,60,3.0,3.0,60.0,60.0,3.0,60.0,5,23,25,225,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.36
5775,6.47e+17,20200000000000.0,117615,100,2,6,37.73916,-122.41246,3,2.0,2.0,2.0,163.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,18,18,18,270,3,3,0,4.33,4.67,4.67,4.67,4.67,4.33,4.0,1,1,0,0,0.46
5776,6.47e+17,20200000000000.0,226555948,97,67,86,37.72776,-122.40803,2,2.0,1.0,1.0,90.0,120,1125,120.0,120.0,1125.0,1125.0,120.0,1125.0,0,0,0,40,4,4,0,5.0,5.0,5.0,4.5,5.0,4.75,5.0,14,3,11,0,0.52
5780,6.48e+17,20200000000000.0,462054616,99,5,8,37.78071,-122.48839,2,2.0,1.0,1.0,63.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,2,30,60,320,2,2,0,4.0,4.5,5.0,4.5,4.5,4.5,5.0,3,1,2,0,0.25
5786,6.49e+17,20200000000000.0,226555948,97,67,86,37.7267606,-122.4085215,2,2.0,1.0,1.0,77.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,21,51,81,355,3,3,0,5.0,4.67,4.0,5.0,5.0,5.0,5.0,14,3,11,0,0.49
5789,6.49e+17,20200000000000.0,4996407,90,2,2,37.77231,-122.4382,8,2.0,4.0,5.0,405.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,0,0,19,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.52
5801,6.51e+17,20200000000000.0,139272777,100,5,6,37.74101,-122.39,2,2.0,1.0,2.0,64.0,3,21,3.0,3.0,1125.0,1125.0,3.0,1125.0,28,53,82,82,11,11,2,5.0,5.0,5.0,5.0,5.0,4.36,4.73,5,0,5,0,1.51
5803,6.52e+17,20200000000000.0,159753287,100,4,11,37.74998,-122.48783,8,2.0,3.0,6.0,425.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,17,32,54,206,26,26,2,4.85,4.96,4.92,5.0,5.0,4.77,4.85,3,2,1,0,3.31
5804,6.52e+17,20200000000000.0,159753287,100,4,11,37.7479,-122.48832,5,2.0,2.0,3.0,369.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,17,32,54,206,3,3,0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,3,2,1,0,0.36
5806,6.61e+17,20200000000000.0,24641943,100,1,3,37.77524,-122.42486,4,2.0,2.0,1.0,160.0,30,190,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,13,58,16,16,0,4.63,4.81,4.63,5.0,4.81,4.75,4.63,1,1,0,0,2.14
5810,6.62e+17,20200000000000.0,466802519,100,1,1,37.78997,-122.42251,4,2.0,2.0,3.0,249.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,19,49,79,168,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,1,0,0,0.42
5829,6.66e+17,20200000000000.0,744535,50,1,1,37.75962,-122.49753,5,3.0,3.0,3.0,615.0,3,29,3.0,3.0,29.0,29.0,3.0,29.0,0,5,34,34,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.57
5832,6.68e+17,20200000000000.0,4605418,100,4,7,37.8043609,-122.4040744,5,2.0,2.0,2.0,303.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,5,34,64,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5842,6.69e+17,20200000000000.0,410000614,100,1,1,37.75547,-122.48016,6,2.0,2.0,4.0,250.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,0,1,7,96,33,33,2,4.88,4.88,4.91,5.0,5.0,4.91,4.91,1,0,1,0,4.34
5850,6.83e+17,20200000000000.0,11804833,100,3,3,37.7653,-122.46943,8,2.0,4.0,4.0,800.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,9,9,9,9,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,3,3,0,0,1.3186045268223134
5851,6.84e+17,20200000000000.0,4027864,89,2,2,37.80138,-122.41473,6,2.0,3.0,4.0,2125.0,1,15,1.0,1.0,15.0,15.0,1.0,15.0,3,8,8,61,5,5,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.23
5853,6.84e+17,20200000000000.0,8515602,100,1,1,37.74025,-122.50569,6,2.0,3.0,4.0,368.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,7,19,28,257,18,18,1,4.83,4.89,4.61,5.0,5.0,4.94,4.61,1,1,0,0,3.14
5861,6.86e+17,20200000000000.0,78866423,100,1,1,37.74647368,-122.4102242,2,2.0,1.0,1.0,399.0,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,39,69,343,11,11,1,5.0,5.0,5.0,5.0,5.0,4.91,4.91,1,1,0,0,2.05
5863,6.86e+17,20200000000000.0,98090855,95,3,3,37.7721,-122.38927,4,2.0,2.0,2.0,180.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,0,148,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
5866,6.86e+17,20200000000000.0,141228523,100,2,2,37.72347,-122.42802,6,3.0,3.0,3.0,162.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,35,64,64,23,23,0,4.43,4.52,4.22,4.57,4.57,4.57,4.39,2,2,0,0,3.35
5867,6.87e+17,20200000000000.0,121668873,100,2,5,37.72089,-122.44384,4,2.0,2.0,2.0,263.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,1,8,30,129,12,12,0,4.92,5.0,5.0,5.0,4.92,4.75,4.83,2,2,0,0,1.89
5871,6.88e+17,20200000000000.0,14862275,100,1,2,37.779,-122.46882,12,2.0,3.0,5.0,952.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,22,44,74,160,17,17,0,4.94,5.0,4.94,4.88,4.88,4.94,4.94,1,1,0,0,2.71
5872,6.88e+17,20200000000000.0,4344170,94,2,6,37.72184413,-122.4598487,6,2.0,2.0,2.0,162.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,47,67,67,7,7,0,4.29,4.71,3.86,4.71,4.71,5.0,4.43,2,1,1,0,1.28
5873,6.88e+17,20200000000000.0,151399600,100,7,8,37.79114,-122.44091,6,2.0,3.0,3.0,300.0,90,365,90.0,90.0,365.0,365.0,90.0,365.0,0,0,0,248,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,5,5,0,0,1.3186045268223134
5875,6.88e+17,20200000000000.0,151399600,100,7,8,37.77573,-122.40845,2,2.0,2.0,2.0,400.0,120,365,120.0,120.0,365.0,365.0,120.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,5,5,0,0,1.3186045268223134
5892,6.91e+17,20200000000000.0,474538612,100,1,1,37.76397,-122.38891,4,2.0,2.0,2.0,170.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,11,41,130,1,1,0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1,1,0,0,0.36
5902,6.93e+17,20200000000000.0,66506549,16,95,108,37.80448,-122.41994,6,2.0,2.0,4.0,480.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,361,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,10,0,10,0,1.3186045268223134
5904,6.94e+17,20200000000000.0,464288610,100,1,1,37.77521,-122.42676,6,2.0,3.0,6.0,343.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5910,6.52e+17,20200000000000.0,106481882,50,1,1,37.78716,-122.44178,4,2.0,2.0,2.0,265.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,26,42,259,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.44
5911,6.52e+17,20200000000000.0,304721494,99,18,30,37.73886,-122.4288,6,3.0,3.0,3.0,799.0,2,21,2.0,2.0,21.0,21.0,2.0,21.0,21,51,81,170,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12,9,3,0,0.14
5912,6.52e+17,20200000000000.0,304721494,99,18,30,37.73869,-122.42714,4,2.0,2.0,2.0,499.0,2,21,2.0,2.0,21.0,21.0,2.0,21.0,21,51,81,170,5,5,0,4.8,5.0,4.8,4.8,5.0,4.6,4.4,12,9,3,0,0.71
5915,6.7e+17,20200000000000.0,103884979,100,14,15,37.7764063,-122.4151619,2,4.0,1.0,1.0,101.0,1,120,1.0,1.0,1125.0,1125.0,1.0,1125.0,28,58,88,177,24,24,1,4.54,4.71,4.5,4.83,4.75,4.0,4.5,14,0,7,0,3.14
5916,6.7e+17,20200000000000.0,9080666,30,12,37,37.70973,-122.41387,5,3.0,5.0,5.0,175.0,60,365,60.0,60.0,365.0,365.0,60.0,365.0,0,0,3,277,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,6,6,0,0,1.3186045268223134
5920,6.71e+17,20200000000000.0,44116019,100,1,1,37.7255,-122.39349,1,2.0,2.0,1.0,70.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,364,1,1,0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,1,0,1,0,0.16
5925,6.72e+17,20200000000000.0,1582521,100,1,4,37.775356,-122.4333424,9,3.0,4.0,5.0,750.0,5,30,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5928,6.73e+17,20200000000000.0,84486056,100,1,1,37.770352,-122.44949,4,2.0,2.0,2.0,450.0,5,365,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,11,7,7,0,5.0,5.0,4.86,5.0,5.0,4.86,4.86,1,1,0,0,1.14
5930,6.73e+17,20200000000000.0,9763010,57,2,3,37.75704,-122.4027,8,3.0,3.0,4.0,170.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,185,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
5938,6.74e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,7,3.0,2.0,2.0,20000.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5939,6.74e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,5,2.0,1.0,1.0,770.0,1,28,1.0,1.0,5.0,1125.0,1.0,1009.9,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5940,6.74e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,7,2.0,2.0,2.0,20000.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5942,6.74e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,4,2.0,1.0,1.0,2366.0,1,28,1.0,1.0,1.0,1125.0,1.0,1029.3,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5943,6.74e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,9,2.0,2.0,3.0,20000.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5944,6.74e+17,20200000000000.0,326084746,89,430,770,37.792521,-122.410035,6,2.0,2.0,3.0,2958.0,1,28,1.0,1.0,1.0,1125.0,1.0,1014.7,30,60,90,119,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,26,0,26,0,1.3186045268223134
5949,6.75e+17,20200000000000.0,23437989,100,2,2,37.74533,-122.42489,6,2.0,3.0,3.0,280.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,3,33,63,242,2,2,1,5.0,4.5,4.5,5.0,5.0,5.0,4.5,2,2,0,0,0.57
5951,6.75e+17,20200000000000.0,26860,97,15,105,37.79856,-122.44107,16,2.0,1.0,16.0,50.0,1,365,1.0,1.0,1.0,1125.0,1.0,130.6,30,60,90,327,67,67,5,4.63,4.67,4.52,4.45,4.61,4.79,4.48,9,0,0,9,9.1
5954,6.75e+17,20200000000000.0,470480212,100,1,1,37.76744,-122.43074,6,3.0,3.0,3.0,365.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,5,35,310,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.21
5956,6.95e+17,20200000000000.0,268466,100,1,2,37.7784707,-122.4858803,10,2.0,3.0,3.0,455.0,3,1125,3.0,28.0,1125.0,1125.0,18.3,1125.0,20,42,69,305,11,11,0,5.0,5.0,4.91,5.0,5.0,5.0,4.91,1,1,0,0,1.99
5958,6.96e+17,20200000000000.0,151399600,100,7,8,37.79319,-122.43377,8,2.0,4.0,3.0,585.0,180,365,180.0,180.0,365.0,365.0,180.0,365.0,0,0,0,233,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,5,5,0,0,1.3186045268223134
